INFO,Title,Nasopharyngeal Carcinoma (NPC) Data Dictionary,,,,,,,,,
INFO,Name,npc_v1.0,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Consortium Info,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,Liver,"A triangular-shaped organ located under the diaphragm in the right hypochondrium. It is the largest internal organ of the body, weighting up to 2 kg. Metabolism and bile secretion are its main functions. It is composed of cells which have the ability to regenerate.",ncit:C12392,"D4CGNote: CLASSIFICATION = ""Metastatic""",,
PD,,,,,,Brain,An organ composed of grey and white matter containing billions of neurons that is the center for intelligence and reasoning. It is protected by the bony cranium.,ncit:C12439,"D4CGNote: CLASSIFICATION = ""Metastatic""",,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,CLASSIFICATION,Enum,Optional,The classification of a tumor based primarily on histopathological characteristics.,ncit:C174459,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Primary,A tumor at the original site of origin.,ncit:C8509,,,
PD,,,,,,Regional,A disease or condition that extends beyond the site and spreads into adjacent tissues and regional lymph nodes.,ncit:C41844,"D4CGNote: Includes 'PTV2"" and ""PTV3""",,
PD,,,,,,Metastatic,A term referring to the clinical or pathologic observation of a tumor extension from its original site of growth to another anatomic site.,ncit:C14174,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,LATERALITY,Enum,Optional,The laterality intended for radiation therapy.,ncit:C175523,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Left,A finding indicating the tumor location is on the left side of the specimen.,ncit:C160200|ncit:C25229,,,
PD,,,,,,Right,A finding indicating the tumor location is on the right side of the specimen.,ncit:C160199|ncit:C25228,,,
PD,,,,,,Bilateral,A finding indicating the tumor location is on the both sides of the specimen.,ncit:C160201|ncit:C13332,,,
PD,,,,,,Midline,A finding indicating the tumor location is on the midline of the specimen.,ncit:C162614,,,
VD,DOSE,Decimal,Mandatory,The total radiation dose administered.,ncit:C173282,_undefined_,_undefined_,_undefined_,,,
VD,DOSE_UNIT,Enum,Mandatory,A unit of measurement of the dose of radiation received or absorbed.,ncit:C18068,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,cGy,The metric unit of absorbed radiation dose equal to the absorption of one hundredth of joule of radiation energy per kilogram of matter.,ncit:C64693,,,
PD,,,,,,CGE,A unit of relative biological effectiveness of protons equivalent to 60 cobalt gamma rays.,ncit:C128269,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,NUM_FRACTION,Decimal,Optional,The number of divided radiation doses received per day.,ncit:C175034,_undefined_,_undefined_,_undefined_,,,
VD,FRACTION_DOSE,Decimal,Optional,The amount of radiation delivered to the treatment area in a single session or fraction.,,_undefined_,_undefined_,_undefined_,,,
VD,FRACTION_DOSE_UNIT,Enum,Optional,A unit of measurement of the dose of radiation received or absorbed.,ncit:C18068,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Gy,"A SI derived unit of absorbed radiation dose. One gray is equal to an absorbed dose of one joule per kilogram of matter, or to 100 rads.",ncit:C18063,,,
PD,,,,,,cGy,The metric unit of absorbed radiation dose equal to the absorption of one hundredth of joule of radiation energy per kilogram of matter.,ncit:C64693,,,
PD,,,,,,CGE,A unit of relative biological effectiveness of protons equivalent to 60 cobalt gamma rays.,ncit:C128269,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,BOOST_TYPE,Enum,Optional,,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Simultaneous Integrated,"A modification of intensity modulated radiation therapy that allows for the simultaneous delivery of different dose levels to different target volumes within a single treatment fraction. This can result in better sparing of critical structures, more efficient delivery, shorter treatment duration, and better biologic effectiveness.",ncit:C121139,,,
PD,,,,,,Sequential,A specific approach in radiation therapy where a higher dose of radiation (a boost) is delivered to a tumor or a specific area sequentially after an initial course of treatment.,,,,
VD,TREATMENT_VOLUME,Enum,Optional,,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,PTV Low Risk,,,D4CGNote: Use for PTV3,,
PD,,,,,,PTV Intermediate Risk,,,D4CGNote: Use for PTV2,,
PD,,,,,,PTV High Risk,,,D4CGNote: Use for PTV1,,
VD,TECHNIQUE,Enum,Optional,The specific method or approach used to deliver radiation to a targeted area within the body for the treatment of cancer or other medical conditions. Different techniques are employed to maximize the effectiveness of radiation therapy while minimizing damage to surrounding healthy tissues.,,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,"EBRT, 3D Conformal",A form of external beam radiation therapy (EBRT) in which doctors to sculpt radiation beams to the shape of a tumor and deliver to the tumor from several angles.,ncit:C16035,,,
PD,,,,,,"EBRT, Intensity-Modulated","A form of external beam radiation therapy (EBRT) in which advanced software plans a precise dose of radiation, based on tumor size, shape and location. A computer-controlled device delivers the radiation in sculpted doses that match the 3-D geometrical shape of the tumor, including concave and complex shapes. The intensity of radiation beams can be adjusted across the treatment area in fractioned, separate beams as precision accuracy",ncit:C16135,,,
PD,,,,,,"EBRT, Stereotactic Radiosurgery",A form of external beam radiation therapy (EBRT) in which a high dose of radiation is delivered to a small area in the brain or head from many angles.,ncit:C15358,,,
PD,,,,,,"EBRT, Stereotactic Body","Stereotactic radiation therapy in which one or several maximum dose radiation treatments are delivered targeting cancers of the body, excluding the brain or spine.",ncit:C118286,Stereotactic ablative body radiotherapy,,
PD,,,,,,"EBRT, Tomotherapy","A type of external beam radiation therapy in which the radiation is delivered slice-by-slice, providing sequential delivery of radiation to different parts of the tumor. This method differs from other forms of radiation therapy in which the entire tumor volume is irradiated at one time.",ncit:C62731,Helical IMRT,,
PD,,,,,,"EBRT, Pencil Beam Scanning","A precise form of proton therapy that uses an electronically guided scanning system and magnets to deliver a proton beam that is millimeters wide. With this system, beam position and depth can be controlled, allowing for highly precise deposition of radiation to be delivered in all three dimensions of the tumor.",ncit:C165502,D4CGNote: ENERGY_TYPE = Proton,,
PD,,,,,,"EBRT, Double Scattering",,,D4CGNote: ENERGY_TYPE = Proton,,
PD,,,,,,"EBRT, Volume Modulated Arc Therapy",Radiation therapy delivered to the whole volume of target tissue by a single rotation of the linear accelerator gantry.,ncit:C104933,,,
PD,,,,,,"EBRT, NOS","External beam radiation therapy (EBRT), subtype not otherwise specified",,,,[GPOH].[A3.9].[Conventional]
PD,,,,,,Brachytherapy,"A type of radiation therapy in which radioactive material is placed inside the body, into a tumor or body cavity.",ncit:C15195,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,ENERGY_TYPE,Enum,Optional,Treatment of a disease by means of exposure of the target or the whole body to radiation. Radiation therapy is often used as part of curative therapy and occasionally as a component of palliative treatment for cancer. Other uses include total body irradiation prior to transplantation.,ncit:C15313,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Photon,A type of radiation therapy that uses x-rays or gamma rays that come from a special machine called a linear accelerator (linac). The radiation dose is delivered at the surface of the body and goes into the tumor and through the body. Photon beam radiation therapy is different from proton beam therapy.,ncit:C104914,,,
PD,,,,,,Proton,A type of radiation therapy that uses x-rays or gamma rays that come from a special machine called a linear accelerator (linac). The radiation dose is delivered at the surface of the body and goes into the tumor and through the body. Photon beam radiation therapy is different from proton beam therapy.,ncit:C104914,,,
PD,,,,,,Electron,A fundamental particle with a negative charge.,ncit:C40428,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
,,,,,,,,,,,
,,,,,,,,,,,
DD,Treatment,,,,,,,,,,
TD,Biopsy And Surgical Procedures,,Optional,,,,,,,,
TG,One row per subject per procedure,,,,,,,,,,
VD,HONEST_BROKER_SUBJECT_ID,String,Mandatory,"The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a ""re-identification code""), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.",ncit:C168949,_undefined_,_undefined_,_undefined_,,,
VD,AGE_AT_PROCEDURE,Integer,Mandatory,The age (in days) of the subject at the time of this procedure.,ncit:C175008,_undefined_,_undefined_,_undefined_,,,
VD,TIME_PERIOD_SUBMITTER_ID,String,Optional,"This is the SUBMITTER_ID of the time period (defined in the ""Time Period"" table) during which this observation takes place.",,_undefined_,_undefined_,_undefined_,ConditionalStatement: Mandatory if age at observation is not known.,,
VD,PROCEDURE,Enum,Mandatory,A categorization of surgical procedures by type or purpose.,ncit:C161601,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Surgery,"A diagnostic or treatment procedure performed by manual and/or instrumental means, often involving an incision and the removal or replacement of a diseased organ or tissue; of or relating to or involving or used in surgery or requiring or amenable to treatment by surgery.",ncit:C15329,,,
PD,,,,,,Biopsy,"The removal of tissue specimens or fluid from the living body for microscopic examination, performed to establish a diagnosis.",ncit:C15189,,,
PD,,,,,,Lymph Node Dissection,,,,,
PD,,,,,,Fine Needle Aspiration,The removal of tissue or fluid with a thin needle for examination under a microscope.,ncit:C15361,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,BIOPSY_TYPE,Enum,Priority,"The removal of cells or tissues for examination by a pathologist. The pathologist may study the tissue under a microscope or perform other tests on the cells or tissue. There are many different types of biopsy procedures. The most common types include: (1) incisional biopsy, in which only a sample of tissue is removed; (2) excisional biopsy, in which an entire lump or suspicious area is removed; and (3) needle biopsy, in which a sample of tissue or fluid is removed with a needle. When a wide needle is used, the procedure is called a core biopsy. When a thin needle is used, the procedure is called a fine-needle aspiration biopsy. (Source: NCI Dictionary of Cancer Terms)",ncit:C15189,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'PROCEDURE' = 'Biopsy'.,,
PD,,,,,,Core Needle Biopsy,"The removal of a tissue sample using a needle with a relatively large diameter, for microscopic examination.",ncit:C15680,,,
PD,,,,,,Incisional Biopsy,A surgical procedure in which part of a lesion is removed for microscopic examination.,ncit:C15386,,,
PD,,,,,,Excisional Biopsy,A surgical procedure in which an entire lesion is removed for microscopic examination.,ncit:C15385,,,
PD,,,,,,Unknown,Reported as unknown by the data contributor.,ncit:C17998,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SURGERY_TYPE,Enum,Priority,A query about the type of resection.,ncit:C186756,_undefined_,_undefined_,_undefined_,ConditionalStatement: If 'PROCEDURE' = 'Surgery'.,,"Was RESECTION_TYPE, coordinate with OS"
PD,,,,,,Lymph Node Dissection,,,,,
PD,,,,,,Lung Resection,,,,,
PD,,,,,,Craniofacial Resection,,,,,
PD,,,,,,Not Reported,Not provided or available.,ncit:C43234,,,
VD,SITE,Enum,Priority,The anatomical site on which surgery was performed.,ncit:C164323,_undefined_,_undefined_,_undefined_,,,
PD,,,,,,Bone,Connective tissue that forms the skeletal components of the body.,ncit:C12366,,,
