INFO,Title,Central Nervous System Tumors (CNS) Data Dictionary,,,,,,,,,
INFO,Name,cns_v1.2,,,,,,,,,
INFO,Release Notes,,,,,,,,,,
INFO,Parent Data Model,pcdc_v2.0,,,,,,,,,
INFO,License,Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/),,,,,,,,,
INFO,D4CG Data Modeling Wiki,https://docs.pedscommons.org/,,,,,,,,,
INFO,Disease Consortium Information,https://commons.cri.uchicago.edu/pcdc/,,,,,,,,,
INFO,Description,,,,,,,,,,
INFO,Total Variables,,,,,,,,,,
,,,,,,,,,,,
RowType,VariableName,DataType,Tier,VariableDescription,VariableCode,PermissibleValue,ValueDescription,ValueCode,ImplementationNotes,Mappings,Modeling notes (Will be ignored in processing)
PD,,,,,,"Pineoblastoma, MYC/FOXR2","Pineoblastoma characterized by MYC activation, chromosome 16 losses, and overexpression of FOXR2. It affects young children and is associated with a dismal prognosis.",ncit:C201973,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Pineoblastoma, RB1","Pineoblastoma characterized by alterations in RB1 gene. It may develop in the setting of congenital retinoblastoma, also known as trilateral retinoblastoma. It affects young children and is associated with a dismal prognosis.",ncit:C201969,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Pineoblastoma, NOS or NEC",A poorly differentiated malignant embryonal neoplasm arising from the pineal region. It usually occurs in children and it is characterized by the presence of small immature neuroepithelial cells. It may follow an aggressive clinical course.,ncit:C9344,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,Pineal Tumors,"The tissue of the pineal gland. The pineal gland is a small reddish-gray body, about 8 mm. in length which lies in the depression between the superior colliculi. It is attached to the roof of the third ventricle near its junction with the mid-brain. It develops as an outgrowth from the third ventricle of the brain. The pineal parenchyma consists of follicles lined by epithelium and enveloped by connective tissues. It produces and secretes melatonin.",ncit:C41834,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Embryonal Tumor with Multilayered Rosettes, C19MC Amplified",A central nervous system embryonal tumor characterized by the presence of multilayered rosette formation and typically the presence of amplification of the C19MC region on chromosome 19 (19q13.42) or rarely a DICER1 mutation.,ncit:C186534,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Embryonal Tumor with Multilayered Rosettes, C19MC Not Amplified",An aggressive embryonal tumor with multilayered rosettes characterized by the presence of amplification of the C19MC region on chromosome 19 (19q13.42).,ncit:C4915,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Embryonal Tumor with Multilayered Rosettes, NOS or NEC",A central nervous system embryonal tumor characterized by the presence of multilayered rosette formation and typically the presence of amplification of the C19MC region on chromosome 19 (19q13.42) or rarely a DICER1 mutation.,ncit:C186534,"DIAGNOSIS_CATEGORY = ""Other CNS Embryonal tumors""",,
PD,,,,,,"Atypical Teratoid/Rhabdoid Tumor, Sonic Hedgehog (ATRT-SHH)","Atypical teratoid/rhabdoid tumor characterized by overexpression of genes in the sonic hedgehog (SHH) pathway (GLI2, BOC, PTCHD2, and MYCN).",ncit:C200598,"DIAGNOSIS_CATEGORY = ""Atypical Teratoid/Rhabdoid Tumor""",,
PD,,,,,,"Atypical Teratoid/Rhabdoid Tumor, MYC Gene (ATRT-MYC)",Atypical teratoid/rhabdoid tumor characterized by overexpression of MYC gene.,ncit:C200599,"DIAGNOSIS_CATEGORY = ""Atypical Teratoid/Rhabdoid Tumor""",,
PD,,,,,,"Atypical Teratoid/Rhabdoid Tumor, Tyrosinase Gene (ATRT-TYR)","Atypical teratoid/rhabdoid tumor characterized by overexpression of melanosomal genes (TYR, TYRP, MITF, and OTX2)",ncit:C200600,"DIAGNOSIS_CATEGORY = ""Atypical Teratoid/Rhabdoid Tumor""",,
PD,,,,,,"Atypical Teratoid/Rhabdoid Tumor, NOS or NEC","An aggressive malignant embryonal neoplasm arising from the central nervous system. It is composed of cells with a large eccentric nucleus, prominent nucleolus, and abundant cytoplasm. Mutations of the SMARCB1 gene or very rarely SMARCA4 (BRG1) gene are present. The vast majority of cases occur in childhood. Symptoms include lethargy, vomiting, cranial nerve palsy, headache, and hemiplegia.",ncit:C6906,"DIAGNOSIS_CATEGORY = ""Atypical Teratoid/Rhabdoid Tumor""",,
PD,,,,,,Astrocytoma Tumors,"A tumor of the brain or spinal cord showing astrocytic differentiation. It includes the following clinicopathological entities: pilocytic astrocytoma, diffuse astrocytoma, anaplastic astrocytoma, pleomorphic xanthoastrocytoma, and subependymal giant cell astrocytoma.",ncit:C60781,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma"" OR ""Low-Grade Glioma""",,
PD,,,,,,Oligodendroglial Tumors,Oligodendroglial Tumors is an NCI Cancer Therapeutic Evaluation Program (CTEP) Simplified Disease Classification (SDC) category used to organize cancer-related disease coding that harmonizes with and supports reporting based on the global standard Medical Dictionary for Drug Regulatory Reporting (MedDRA) terminology.,ncit:C103050,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma"" OR ""Low-Grade Glioma""",,
PD,,,,,,Oligoastrocytic Tumors,An indication as to whether bone tumors are present.,ncit:C186217,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma"" OR ""Low-Grade Glioma""",,
PD,,,,,,"High-Grade Glioma, NOS or NEC","A grade 3 or grade 4 glioma arising from the central nervous system. This category includes glioblastoma, anaplastic astrocytoma, anaplastic ependymoma, anaplastic oligodendroglioma, and anaplastic oligoastrocytoma.",ncit:C4822,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Low-Grade Glioma, NOS or NEC","A grade 1 or grade 2 glioma arising from the central nervous system. This category includes pilocytic astrocytoma, diffuse astrocytoma, subependymal giant cell astrocytoma, ependymoma, oligodendroglioma, oligoastrocytoma, and angiocentric glioma.",ncit:C132067,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,"Astrocytoma, IDH-Mutant","An astrocytoma associated with IDH1 or IDH2 gene mutations and absence of 1p/19q codeletion. It is classified as grade 2, 3, or 4.",ncit:C185167,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Glioblastoma, IDH-Wildtype",A glioblastoma that arises de novo. It is more commonly seen in older patients. Mutations in IDH1 or IDH2 genes are not present.,ncit:C39750,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Giant Cell Astrocytoma,"A benign, slowly growing tumor (WHO grade I) typically arising in the wall of the lateral ventricles and composed of large ganglioid astrocytes. It is the most common CNS neoplasm in patients with tuberous sclerosis complex and typically occurs during the first two decades of life. (WHO)",ncit:C3696,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Gliosarcoma,A rare histological variant of glioblastoma (WHO grade IV) characterized by a biphasic tissue pattern with alternating areas displaying glial and mesenchymal differentiation (WHO).,ncit:C3796,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Anaplastic Oligodendroglioma,"A WHO grade 3 oligodendroglioma with focal or diffuse malignant morphologic features (prominent nuclear pleomorphism, mitoses, and increased cellularity).",ncit:C4326,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Anaplastic Oligoastrocytoma,"An oligoastrocytoma characterized by the presence of increased cellularity, nuclear atypia, pleomorphism, and high mitotic activity.",ncit:C6959,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Astrocytoma With Piloid Features,"An astrocytoma characterized by high-grade piloid and/or glioblastoma-like histological features. It may occur anywhere in the central nervous system but most often arises in the posterior fossa. Alterations in the following three pathways are responsible for the pathogenesis of this tumor: MAPK pathway, retinoblastoma tumor suppressor protein cell-cycle pathway, and telomere maintenance pathway.",ncit:C185879,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Astroblastoma, MN1-Altered","A rare glial neoplasm characterized by structural rearrangements of the MN1 gene at chromosome band 22q12.1. It is usually found in the cerebral hemispheres of young adults and children and predominantly affects females. Morphologically, it consists of elongated glial cells with abundant eosinophilic cytoplasm and GFAP-positive processes, arranged perivascularly.",ncit:C4324,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Diffuse Midline Glioma, H3 K27-Altered","A diffuse midline glioma characterized by H3 K27 alteration and usually either a histone H3 K27M mutation, an EGFR mutation, or aberrant overexpression of EZHIP. The prognosis is poor.",ncit:C185368,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Diffuse Hemispheric Glioma, H3 G34-Mutant",A WHO grade 4 diffuse glioma arising in the cerebral hemispheres. It is characterized by the presence of missense mutation of the H3-3A gene. The prognosis is poor.,ncit:C185371,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Diffuse Pediatric-Type High-Grade Glioma, H3-Wildtype And IDH-Wildtype","An aggressive, WHO grade 4 diffuse brain glioma usually affecting children, adolescents, or young adults. It is characterized by the absence of histone H3, IDH1, and IDH2 mutations. It includes the following subtypes, based on DNA methylation profiles: diffuse pediatric-type high grade glioma RTK1, diffuse pediatric-type high grade glioma RTK2, and diffuse pediatric-type high grade glioma MYCN.",ncit:C185467,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Infant-Type Hemispheric Glioma,"A high-grade cellular astrocytoma that arises in the cerebral hemisphere and occurs in early childhood. It is characterized by receptor tyrosine kinase fusions in the NTRK family, ROS1, ALK, or MET genes. It includes the following subtypes: infant-type hemispheric glioma, NTRK-altered, infant-type hemispheric glioma, ROS1-altered, infant-type hemispheric glioma, ALK-altered, and infant-type hemispheric glioma, MET-altered.",ncit:C185471,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Anaplastic Ganglioglioma,"A WHO grade III neuroepithelial neoplasm composed of neoplastic, mature ganglion cells and anaplastic glial cells. The anaplastic changes in the glial component and high MIB-1 and TP53 labeling indices may indicate aggressive behavior. However, the correlation of histological anaplasia with clinical outcome is inconsistent. (Adapted from WHO)",ncit:C4717,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Subependymal Giant Cell Astrocytoma,"A benign, slowly growing tumor (WHO grade I) typically arising in the wall of the lateral ventricles and composed of large ganglioid astrocytes. It is the most common CNS neoplasm in patients with tuberous sclerosis complex and typically occurs during the first two decades of life. (WHO)",ncit:C3696,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,Pilocytic Astrocytoma,"A WHO grade 1, relatively circumscribed, slowly growing, often cystic astrocytoma occurring in children and young adults.  Histologically it is characterized by a biphasic pattern with compacted bipolar cells associated with Rosenthal fibers and multipolar cells associated with microcysts and eosinophilic bodies/hyaline droplets. (WHO)",ncit:C4047,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,Pilomyxoid Astrocytoma,"An astrocytic tumor of uncertain relation to pilocytic astrocytoma.  It occurs predominantly in infants and young children.  It is characterized by a monomorphic architectural pattern, usually associated with the absence of Rosenthal fibers and eosinophilic granular bodies.  The clinical course is usually aggressive.",ncit:C40315,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,"Diffuse Astrocytoma, MYB- Or MYBL1-Altered",Diffuse astrocytoma lacking mutations in IDH1 or IDH2 genes.,ncit:C129274,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,Pleomorphic Xanthoastrocytoma,A WHO grade 2 astrocytic tumor with a relatively favorable prognosis.  It is characterized by pleomorphic and lipidized cells expressing GFAP often surrounded by a reticulin network and eosinophilic granular bodies. It presents in the superficial cerebral hemispheres and involves the meninges. It typically affects children and young adults.,ncit:C4323,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,"Oligodendroglioma, IDH-Mutant, And 1P/19Q-Codeleted",An oligodendroglioma carrying IDH gene family mutation and combined whole-arm losses of 1p and 19q (1p/19q codeletion).,ncit:C129318,"DIAGNOSIS_CATEGORY = ""High-Grade Glioma""",,
PD,,,,,,Oligoastrocytoma,A WHO grade 2 tumor composed of a conspicuous mixture of two distinct neoplastic cell types morphologically resembling the tumor cells in oligodendroglioma and diffuse astrocytoma. (WHO),ncit:C4050,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,Angiocentric Glioma,"A WHO grade 1, slow-growing brain neoplasm of children and young adults, associated with epilepsy.  Morphologically it is characterized by an angiocentric pattern, monomorphic cellular infiltrate, and ependymal differentiation.",ncit:C92552,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,Polymorphous Low-Grade Neuroepithelial Tumor Of The Young,A low-grade cerebral tumor associated with seizures and in many cases refractory epilepsy. It usually occurs in the second and third decades of life. It is characterized by the presence of oligodendroglioma-like components. It may also contain astrocytic components. MAPK pathway-activating genetic alterations play a role in the development of this tumor. Causative gene alterations include mutations resulting in the expression of BRAF p.V600E and gene fusions involving FGFR2 or FGFR3 genes. IDH gene mutations and 1p/19q codeletion are not present.,ncit:C180378,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
PD,,,,,,"Diffuse Low-Grade Glioma, MAPK Pathway-Altered","A rare, low-grade diffuse glioma with morphological features of astrocytoma or oligodendroglioma, generally affecting children. It is characterized by a gene alteration that results in a MAPK pathway abnormality. The genetic abnormalities are typically a BRAF p.V600E substitution mutation, mutations or fusions involving the FGFR1 gene and internal tandem duplication (ITD) of the sequences of FGFR1 gene encoding the tyrosine kinase domain (TKD). The tumor is IDH-wildtype and does not have a homozygous deletion of CDKN2A gene.",ncit:C185218,"DIAGNOSIS_CATEGORY = ""Low-Grade Glioma""",,
VD,HISTOLOGY_GRADE,Enum,2 - contributors should prioritize inclusion if resources are available,"The degree of abnormality of cancer cells, a measure of differentiation, the extent to which cancer cells are similar in appearance and function to healthy cells of the same tissue type. The degree of differentiation often relates to the clinical behavior of the particular tumor. Based on the microscopic findings, tumor grade is commonly described by one of four degrees of severity. Histopathologic grade of a tumor may be used to plan treatment and estimate the future course, outcome, and overall prognosis of disease. Certain types of cancers, such as soft tissue sarcoma, primary brain tumors, lymphomas, and breast have special grading systems.",ncit:C18000,_undefined_,_undefined_,_undefined_,,,
